,prompt,clip_inter
775,"a man thinking about stabbing an avocado, very detailed eyes, highly detailed, very beautiful face, by greg rutkowski, wlop, alphonse mucha ","['a painting of a man in a mirror', ' craig mullins alphonse mucha', ' alphonse mucha and craig mullins', ' beeple and alphonse mucha', ' craig mullins style', ' mucha. art nouveau. gloomhaven', ' james jean marc simonetti', ' artem demura alphonse mucha', ' hyperrealistic art nouveau', ' craig mullins greg rutkowski']"
776,"mysterious figure wearing a synthwave punk cyber cybernetic trenchcoat. photograph, postapocalyptic, over the shoulder, fashion, vimeo netflix, decorated punk trenchcoat. motocross helmet. gentleman elegant. postapocalyptic background ","['a man in a gas mask and leather jacket', ' cyberpunk techwear', ' cyberpunk wearing', ' cyberpunk suit', ' cyberpunk streetwear', ' cyberpunk outfit', ' cyberpunk fashion', ' wearing cyberpunk streetwear', ' cyberpunk hacker', ' futuristic techwear', ' cyberpunk style outfit', ' has cyberpunk style', ' cyberpunk clothes', ' cyberpunk look', ' cyberpunk style', ' style of cyberpunk', ' cyber noir', ' in cyberpunk style', ' cyberpunk armor', ' cyberpunk high fashion']"
777,"mike tyson and celine dion in a hot air balloon high in the air, both are wearing cute birthday hats and eating cake, movie 8 k, ","['a group of people posing for a picture in a balloon', ' last selfie ever taken', ' the last selfie ever taken', ' as an air balloon', ' last photo ever taken', ' balloon', ' the last selfie on earth', ' 2014', ' 2 0 1 4', ' selfie!!!!!', ' photograph credit: ap', ' cyborg - pitbull taking a selfie', ' in 2 0 1 2']"
778,man ; slicked back black hair red streaks ; bright colours ; idol ; wearing sunglasses glasses ; wearing fur jacket ; face scars ; drawn by mengo yokoyari ; digital art ; high detail ; trending on artstation ; anime key visual ,"['a painting of a woman wearing sunglasses and a fur coat', ' in style of andy warhol', ' in style of digital illustration', ' in style of pop - art', ' smooth andy warhol style', ' in style of kar wai wong', ' a pop art painting', ' inspired by Andy Warhol', ' woman with rose tinted glasses', ' pop - art style', ' the style of andy warhol', ' andy warhol style']"
779,"marines last stand against zombies in ruins of alien city, biohazard, artstation!!, artgerm, detailed, rain, highly detailed, dramatic lightning ","['a group of people standing in front of a pile of rubble', ' realistic apocalyptic war scene', ' apocalyptic art', ' dystopian scifi apocalypse', ' in a post-apocalyptic wasteland', ' apocalyptic scene', ' post-apocalyptic hellscape', ' post apocalyptic world', ' post apocalyptic scene', ' post apocalyptic atmosphere', ' post - apocalyptic wasteland', ' soldiers and mech fight', ' in a ruined cityscape', ' post apocalyptic wasteland']"
780,"[ athletic astronaut woman ]! walking with swag toward a [ camera on mars in a realm of infinite universes ]!, wide - angle shot!, synthwave! art style, digital art, cgsociety contest winner, trending on [ artstation ]!, 4 k, intricate, award winning, [ symmetrical ]! ","['a man in a space suit walking on a red surface', ' standing on a martian landscape', ' astronaut stranded on planet', ' astronaut walking', ' on the orange surface of mars', ' inspired by Scott Listfield', ' on the surface of mars', ' lonely astronaut', ' space soldier on mars with a gun', ' standing in the solar system', ' on another planet', ' astronaut lost in liminal space', ' futuristic astronaut']"
781,beautiful overgrown norse city trending on artstation award winning by greg rutkowski cgsociety contest winner intricate 4 k detailed wide - angle 8 k quality ,"['a fantasy city with a river running through it', ' ruined cityscape', ' outdoors ruined cityscape', ' in a ruined cityscape', ' post - apocalyptic city', ' landscape of apocalypse city', ' city is pure wasteland', ' apocalyptic city', ' post apocalyptic city', ' an abandoned dystopian city', ' destroyed city in the background', ' dystopian wasteland', ' destroyed city', ' ruined city', ' ruined city in the background']"
782,"a beautiful painting of moonlight by nekro and pascal blanche and syd mead and greg rutkowski and sachin teng and victo ngai and simon stalenhag and chris voy and tsutomu nihei. in style of cg art. ray tracing, cel shading, 3 d. ue 5. hyper detailed. realistic. maya. octane render. ","['a man standing on a skateboard in front of a tree', ' paul lehr and beeple', ' greg beeple', ' by Christopher Balaskas', ' by Mike ""Beeple"" Winkelmann', ' inspired by Christopher Balaskas', ' artgem and beeple masterpiece', ' beeple art', ' inspired by Cyril Rolando', ' recusion beeple']"
783,"cute babymouse sleeping in a space station, fantasy, concept art, artstation, tyler edlin, feng zhu ","['a cartoon mouse is sitting in a spaceship', ' maplestory mouse', ' cute mouse pokemon', ' adorable digital painting', ' background art', ' cute detailed digital art', ' cyborg mouse', ' cute digital art', ' tiny mice living inside', ' anthropomorphic mouse', ' background artwork', ' mouse', ' illustration pokemon', ' dino mouse', ' cyberpunk mouse folk engineer', ' mobile game art', ' high quality concept art', ' mew']"
784,"the pope in a hard rock band promotional profesional photograph, full band, all dressed as popes, outdoor, natural lighting ","['a man in a white robe standing with his arms spread out', ' the pope', ' pope', ' robot pope', ' portrait of the holy father', ' pope surrenders', ' the pope wakes up is his bed', ' dragon pope', ' inspired by Cagnaccio di San Pietro', ' worship of the pope', ' 2015', ' 2 0 1 5', ' the pope is in his bed']"
785,"beauty girl, hyper detailed, insane details, intricate, elite, elegant, luxury, by ismail inceoglu dragan bibin hans thoma greg rutkowski alexandros pyromallis rene maritte illustrated, perfect face, fine details, realistic shaded, fine - face, pretty face ","['a painting of a woman with a knife in her hair', ' inspired by WLOP', ' beautiful digital artwork', ' by Raymond Han', ' by WLOP', ' digital concept art', ' by Shen Zhou', ' wlop |', ' eve ventrue', ' stunning digital illustration', ' fantasy concept art portrait', ' fantasy portrait art', ' by Yanjun Cheng', ' beautiful character painting', ' humanoid portrait', ' fantasy art portrait']"
786,3 d render of a spider wearing a hat playing a guitar ,"['a black spider sitting on top of a gray surface', ' spider', ' spider legs large', ' big spider', ' spider legs', ' depicted as a 3 d render', ' spider webbed body', ' giant spider', ' an ugly giant spider', ' spiders', ' a cute spider', ' fear of spiders', ' arachnid', ' arachnophobia', ' with 3d render', ' with 3 d render', ' giant spider foreground']"
787,"full - length portrait by john william waterhouse, edward hopper. maximalist detail and composition. emo. short dark brown messy pixie haircut, large black eyes!!!, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker. ","['a painting of a woman leaning against a fence', ' john william waterhouse style', ' william waterhouse', ' john williams waterhouse', ' waterhouse', ' by John William Waterhouse', ' inspired by John William Waterhouse', ' john waterhouse', ' liepke', ' painting of a woman', ' summer evening', ' young woman in a dress', ' portrait of circe', ' j. w. godward', ' a young woman']"
788,"the aesthetic view of the beautiful, grand, wistful, dreamy hidden forest at dusk, hyperrealistic anime illustration by iralki nadar, colorful, extremely detailed, intricate linework, super sharp focus, bright colors, octopath traveler, studio ghibli, unreal engine 5 highly rendered, global illumination, radiant light, detailed and intricate environment ","['a couple of people standing in a forest', ' anime lush john 8k woods', ' anime beautiful peace scene', ' magical fantasy forest', ' beautiful anime scene', ' 4 k matte thomas kinkade', ' anime nature wallpap', ' fantasy matte painting，cute', ' anime nature', ' anime fantasy artwork', ' beautiful art uhd 4 k', ' magical environment', ' enchanted magical fantasy forest', ' 4k highly detailed digital art']"
789,"close up of a terrified pretty young woman with blood red stains on her face, wearing a magnificent emerald necklace, curled in a corner in tears with terror, in a castle corridor. long brown - chestnut hair. green medieval ball gown. 4 k low angle photograph, lens focused on necklace, clear image, detailed face ","['a woman with red hair wearing a green dress', ' portrait of a female necromancer', ' hauntingly beautiful zombie', ' portrait of a lady vampire', ' medieval zombie peasant', ' beautiful zombie', ' portrait of a zombie', ' young woman as medusa', ' portrait of a young witch', ' portrait of female humanoid', ' inspired by Ignacy Witkiewicz']"
790,two dinosaurs kissing ,"['a couple of fake dinosaurs standing next to each other', ' dinosaurs', ' trex dinosaur', ' alosaurus', ' dinosaurs and godzilla', ' reptoids', ' dinosaur', ' spinosaurus', ' jurassic image', ' raptors', ' “a dinosaur market', ' nachosaurus', ' carnivore dinosaur', ' at the time of dinosaurs', ' jurassic', ' trex', ' tyrannosaurus rex', ' dinosaur wooden statue', ' dinosaur wood carving']"
791,"digital painting of beautiful cute baby bubble with huge eyes, long eyelashes staring into the camera, intricate, detailed, fractals, rendered in blender, octane, artstation, grg rutkowski, muchas, artgerm ","['a couple of blue eyes sitting next to each other', ' adorable digital painting', ' loish and wlop', ' inspired by WLOP', ' soft digital painting', ' wlop painting style', ' wlop loish and clamp style', ' wlop art', ' wlop and andrei riabovitchev', ' art of wlop', ' wlop and sakimichan']"
792,study of a woman with a cat ; vincent van gogh ; post - impressionism ; 1 8 8 4 ,"['a painting of a woman with a red hat', ' van gogh painting', ' by Van Gogh', ' vincent van gogh painting', ' van gogh art style', ' von gogh', ' by Vincent Van Gogh', ' style of van gogh', ' style of vincent van gogh', ' portrait of a red haired woman', ' vincent van gogh style', ' vincent van gogh!!!', ' van gogh style', ' vincent', ' inspired by Vincent Pepi']"
793,"painting of cloaked man holding a ceremonial staff, scene shows a man walking through a valley filled with giant statues of forgotten gods, zdzislaw beksinski, lewis jones, dariusz zawadzki, wayne barlow, warhammer fantasy, cold hue's, warm tone gradient background, concept art, 4 k, ultra - high - definition ","['a man and a woman are standing on a cliff', ' beeple and jean giraud', ' matte fantasy painting', ' sylvain sarrailh and igor morski', ' amazing alien landscape', ' standing on a martian landscape', ' stunning alien landscape', ' an alien landscape', ' epic fantasy sci fi illustration', ' dramatic concept art', ' beautiful alien landscape', ' sci-fi fantasy art']"
794,character sheet of elderwood ahri ( league of legends ). hyperreal 3 d octane render 8 k ,"['a set of three poses of a woman with purple hair', ' 3 d character art', ' 3 d character concept artwork', ' 3 d render character art 8 k', ' chengwei pan on artstation', ' 3 d character concept', ' by senior character artist', ' character concept model', ' alexandra fomina artstation', ' hyperdetailed fantasy character', ' concept art character modeling', ' riot games concept art']"
