,prompt,clip_inter
433,artwork by mrrevenge ,"['a painting of a woman with a cat on her shoulder', ' dreamy psychedelic anime', ' anime art nouveau', ' dark psychedelica', ' psychedelic manga', ' korean art nouveau anime', ' anime style artwork', ' anime art nouveau cosmic display', ' anime graphic illustration', ' dark psychedelia style', ' whimsical and psychedelic', ' psychedelic lsd manga', ' anime style mixed with fujifilm', ' anime abstract art', ' psychedelic art style']"
434,"cyberpunk coral cyborg cat jellyfish, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ","['a robot with glowing eyes and a red light on his face', ' cyberpunk themed art', ' cyberpunk art style', ' advanced digital cyberpunk art', ' cyberpunk art', ' cyberpunk digital painting', ' detailed cyberpunk illustration', ' cyberpunk dark fantasy art', ' cyberpunk illustration', ' greg beeple', ' scifi cyberpunk', ' high quality cyberpunk art', ' fantasy cyberpunk', ' futuristic cyberpunk', ' deep cyberpunk mechanoid', ' cyberpunk cyborg. roses']"
435,"portrait character design a young cute fluffy panda character, style of maple story and zootopia, 3 d animation demo reel, portrait studio lighting by jessica rossier and brian froud and gaston bussiere ","['a set of six different poses of a panda bear', ' dreamworks animation style', ' 3 d render stylized', ' tian zi', ' cute 3 d render', ' panda panda panda', ' kung fu panda', ' panda', ' high quality character design', ' adorable digital painting', ' stylized character design', ' trending on polycount', ' stylized as a 3d render', ' feng zhu concept art']"
436,vintage minimalistic clean skull with fire flame enamel pin ,"['a skull with a flame on its forehead', ' flaming skull', ' pins', ' hell fire', ' fiery skull contemplating life', ' skull like', ' ghost rider', ' skullish', ' on fire', ' firey', ' 3 4 5 3 1', ' skull', ' gold skulls', ' fireball', ' ((skull))', ' tiny firespitter', ' (fire)', ' 666', ' 6 6 6', ' hellfire', ' skull head']"
437,"cologne cathedral sourrounded by city, birds eye view, night, landscape, sky, volumetric lighting, 8 k octane beautifully detailed render, post - processing, extremely hyper - detailed, intricate, epic composition, intricate, trending on artstation, stunning art by frazetta, wonderful masterpiece by karine villette ","['a large cathedral towering over a city at night', ' majestic spires', ' very detailed citycape at night', ' photographic isometric cathedral', ' cathedrals', ' inspiring gothic architecture', ' epic castle with tall spires', ' by Juergen von Huendeberg', ' german renaissance architecture', ' gothic cathedral', ' by Robert Koehler', ' germany. wide shot', ' lit from above', ' asymmetrical spires']"
438,"cartoon female character inspired by harley quinn and star butterfly, artwork by studios ghibli and rossdraws ","['a woman in a sailor outfit holding a paddle', ' star butterfly', ' princess intergalactica', ' blonde girl in a cosmic dress', ' portrait anime space cadet girl', ' knights of zodiac girl', ' inspired by Leiko Ikemura', ' space dandy style', "" princess 'kida' kidagakash"", ' inspired by Sailor Moon', ' official fanart', ' in the art style of 8 0 s anime']"
439,"created with character creator 4, ","['a girl with blue eyes and a red ribbon around her neck', ' anime style”', ' coraline', ' rin', ' avatar image', ' cyarine', ' lovecratftian horror', ' arian', ' lain iwakura', ' cerulean', ' lain', ' faeornran', ' forlorn', ' not cropped', ' ( ( ( yoshinari yoh ) ) )', ' serial experiments lain', ' fanart']"
440,a michelin restaurant filet mignon with fresh vegetables and a glass of red wine ,"['a white plate topped with meat and vegetables', ' food photography gourmet', ' fine dining', ' professional food photography', ' steak', ' professional food photo', ' beef', ' closeup at the food', ' high quality food photography', ' delicious food', ' yummy', ' hd food photography', ' award winning food photo', ' food photo', ' food', ' photo mid shot', ' high quality photos', ' eating meat', ' shot with premium dslr camera']"
441,"toucan as nendoroid flying in a jungle in the croods movie style, anime, disney, pixar, 8 k, hd, dof, kodak film, volumetric lighting, subsurface scattering, photorealistic, octane render, details ","['two colorful birds perched on a tree branch', ' tropical birds', ' rare bird in the jungle', ' toucan', ' 6 toucan beaks', "" children's animated films"", ' 3 d animated movie', ' animated film', ' colorful birds', ' animated movie still', ' amazon rainforest background', ' animation film', ' animated movie scene', ' realistic scene', ' animation film still']"
442,"white and brown mothman female by greg rutkowski, big winged ","['a painting of a woman with white wings', ' full - body majestic angel', ' tall female angel', ' angel knight girl', ' low angel', ' angel knight gothic girl', ' winged human', ' guweiz', ' angel girl', ' by Shitao', ' angel of death', ' young harpy-girl', ' white wings', ' by Yang J', ' winged', ' the angel of death', ' fallen angel']"
443,"highly detailed 8 k la pieta medium shot painting of catholic veilded transparent ladies with rotting skeleton still life, lawrence alma - tadema, slime, artstation, special effects makeup, 1 9 th, maximalist, masterpiece, glittering, gold, ivory, hyperreal, golden ratio, alphonse mucha, mythological ","['a woman sitting on a chair with her legs crossed', ' by Jacques-Louis David', ' by Louis-Léopold Boilly', ' by Johann Zoffany', ' jacques louis david', ' jacques - louis david', ' by Henry Fuseli', ' jacques louis david style', ' johann heinrich füssli', ' by Thomas Stuart Burnett', ' by Thomas Stothard', ' inspired by Thomas Stothard']"
444,"low - fi analog photography. liminal space, aquarium interior. cheap tv film set. nonsensical. ","['a black and white photo of a living room', ' inspired by Arnold Newman', ' black and white television still', ' set photograph', ' tv set', ' televisions', ' tv screens in background', ' studio setting', ' by Siegfried Haas', ' in a black empty studio hollow', ' ilya ozornin', ' studio photograph', ' alexandra fomina', ' photographic still', ' television still', ' 1 9 8 7']"
445,"ultrarealistic ultradetailed medium shot disassembled replicant on a metal slab table, transparent skin, skeleton still life, nervous system, steampunk internal organs, greg rutkowski, peter gric, immerse, 1 9 th, special effects makeup, maximalist, glittering, gold, ivory, hyperreal, golden ratio, alphonse mucha ","['a cat is sitting on a table and looking at the camera', ' using dead lion costume jacket', ' wearing barbarian caveman pelt', ' wearing intricate fur armor', ' grainy texture', ' barbarian pelt', ' tiger skin', ' rich grainy texture', ' crisp image texture', ' wearing fur armor', ' very grainy texture', ' grainy texturized dusty', ' rusty colored long hair', ' animal skins']"
446,a grumpy skull ,"[""a skull with a tooth sticking out of it's mouth"", ' spooky cartoon skull', ' drawing of a skull', ' skull head', ' skull face', ' ((skull))', ' skullish', ' skull', ' skull protruding from face', ' skeleton face', ' skull like', ' human skull', ' skull on the screen', ' the head of the man is a skull', ' skelleton', ' skeleton', ' monstrous skull']"
447,"cute fluffy baby llama rabbit lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ","['a painting of a lion with a colorful headdress', ' llama angel of sunrise', ' llama anthro portrait', ' llama with dreadlocks', ' llama portrait', ' lama with dreadlocks', ' wild fluffy llama portrait', ' portrait of a llama', ' llama all the way', ' llama', ' by Caroline Chariot-Dayez', ' surreal hybrid animals', ' llama head', ' quechua!!', ' pop surrealism art style']"
448,"cloud explosion, multicolor color scheme, by ian fisher, jesper ejsing and peter mohrbacher and marc simonetti and brom and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, oilpainting ","['a painting of a woman flying through the sky', ' rhads and lois van baarle', ' peter mohrbacher style', ' expressing joy. by krenz cushart', ' anime clouds', ' makoto shinkai cyril rolando', ' concept art | rhads', "" peter mohrbacher''"", ' anime art wallpaper 4 k', ' anime art wallpaper 4k']"
449,"detailed ultra - realistic graphic novel illustration of a dystopian street scene by edward hopper and gregory crewdson, cinematic, muted colors, cinematic fog, full shot, george adult, carel willink, ian miller, wayne barlowe, greg rutkowski, norman rockwell ","['a painting of a man and a woman sitting on a balcony', ' inspired by Paul Gustav Fischer', ' raphael hopper', ' pascal blanche and edward hopper', ' inspired by Art Frahm', ' by Paul Gustav Fischer', ' by Morris Kestelman', ' ed hopper', ' by John La Gatta', ' by Richard Pionk', ' morning detail', ' glen orbik', ' by Ken Howard']"
450,"a retrofuturistic anatomically correct brain made of metal, biomechanical, cybertronic, dark eye ","['a digital image of a human head and neck', ' intricate transhuman', ' detailed portrait of a cyborg', ' translucid. biomechanical cyborg', ' cybernetic and highly detailed', ' highly detailed cybernetic body', ' biomechanical', ' intricate cyborg', ' biomechanical gaia', ' intricate mechanical body', ' fractal veins. cyborg', ' biomechanical details']"
451,"a beautiful matte painting of a cyberpunk environment with an intercontinental spacex falcon 9 heavy launch, trending on artstation, unreal engine, high quality, highly detailed ","['a group of rockets flying through a city', ' concept art 8 k', ' concept art wallpaper 4k', ' arstation and beeple highly', ' cyberpunk city in the distance', ' russian orbit city cityscape', ' 3 d render beeple', ' digital concept art of dystopian', ' 8 k high detail concept art', ' 8k hd concept art', ' concept art 4 k', ' concept art 4k']"
452,watercolor by liu yi ,"['a watercolor painting of a snowy landscape', ' inspired by sung choi', ' inspired by Alexei Kondratyevich Savrasov', ' inspired by Arthur Burdett Frost', ' water color art on paper', ' ( watercolor )', ' inspired by Kim Hong-do', ' water painting', ' watercolor art on paper', ' watercolor on paper', ' loose watercolor drawing', ' winter painting', ' waterpaint art', ' watercolor landscape']"
453,"a low - fi analog color photograph. liminal space, burgess shale cambrian sea creature museum exhibit. strange, nonsensical, unsettling, dreamlike, infinite. ","['a large rock sitting on top of a white table', ' meteorite', ' museum item', ' lava rock', ' smooth cave rock', ' museum artifact', ' worked stone', ' museum piece', ' crystalline rock', ' meteorites', ' carved stone', ' large stones', ' untethered stelae', ' black rock statue material', ' stone sculpture', ' flat shaped stone relief', ' by Lucio Fontana']"
